icd_code,icd_title
T7840XA,"Allergy, unspecified, initial encounter"
S82391A,"Oth fracture of lower end of right tibia, init for clos fx"
S5001XA,"Contusion of right elbow, initial encounter"
T161XXA,"Foreign body in right ear, initial encounter"
S01112A,"Laceration w/o fb of left eyelid and periocular area, init"
W01190A,"Fall same lev from slip/trip w strike agnst furniture, init"
S0291XA,"Unsp fracture of skull, init encntr for closed fracture"
S71132A,"Puncture wound without foreign body, left thigh, init encntr"
S7012XA,"Contusion of left thigh, initial encounter"
T82520A,"Displacement of surgically created AV fistula, init"
T82594A,"Mech compl of infusion catheter, initial encounter"
K859,"Acute pancreatitis, unspecified"
T82898A,"Oth complication of vascular prosth dev/grft, init"
E748,Other specified disorders of carbohydrate metabolism
S134XXA,"Sprain of ligaments of cervical spine, initial encounter"
G459,"Transient cerebral ischemic attack, unspecified"
J181,"Lobar pneumonia, unspecified organism"
E11621,Type 2 diabetes mellitus with foot ulcer
S82141A,"Displaced bicondylar fracture of right tibia, init"
V4362XA,"Car passenger injured in collision w car in traf, init"
T182XXA,"Foreign body in stomach, initial encounter"
F5081,Binge eating disorder
L03011,Cellulitis of right finger
S82841A,"Displaced bimalleolar fracture of right lower leg, init"
O200,Threatened abortion
R627,Adult failure to thrive
K4030,"Unil inguinal hernia, w obst, w/o gangr, not spcf as recur"
K810,Acute cholecystitis
T8130XA,"Disruption of wound, unspecified, initial encounter"
T407X1A,"Poisoning by cannabis (derivatives), accidental, init"
E0580,Other thyrotoxicosis without thyrotoxic crisis or storm
M6282,Rhabdomyolysis
R140,Abdominal distension (gaseous)
S52531A,"Colles' fracture of right radius, init for clos fx"
L7622,"Postproc hemorrhage of skin, subcu following other procedure"
V00211A,"Fall from ice-skates, initial encounter"
O6003,"Preterm labor without delivery, third trimester"
Z3A32,32 weeks gestation of pregnancy
H81399,"Other peripheral vertigo, unspecified ear"
S61012A,"Laceration w/o fb of left thumb w/o damage to nail, init"
O99341,"Oth mental disorders complicating pregnancy, first trimester"
Z3A11,11 weeks gestation of pregnancy
J40,"Bronchitis, not specified as acute or chronic"
Z3A13,13 weeks gestation of pregnancy
N83512,Torsion of left ovary and ovarian pedicle
S99822A,"Other specified injuries of left foot, initial encounter"
I319,"Disease of pericardium, unspecified"
N132,Hydronephrosis with renal and ureteral calculous obstruction
T401X1A,"Poisoning by heroin, accidental (unintentional), init encntr"
K659,"Peritonitis, unspecified"
R4789,Other speech disturbances
T8189XD,"Oth complications of procedures, NEC, subs"
N644,Mastodynia
N63,Unspecified lump in breast
F1410,"Cocaine abuse, uncomplicated"
K561,Intussusception
C3490,Malignant neoplasm of unsp part of unsp bronchus or lung
S0219XA,"Oth fracture of base of skull, init for clos fx"
W2107XA,"Struck by softball, initial encounter"
H6091,"Unspecified otitis externa, right ear"
H6691,"Otitis media, unspecified, right ear"
S270XXA,"Traumatic pneumothorax, initial encounter"
S2241XA,"Multiple fractures of ribs, right side, init for clos fx"
S329XXA,"Fracture of unsp parts of lumbosacral spine and pelvis, init"
S3792XA,"Contusion of unsp urinary and pelvic organ, init encntr"
N920,Excessive and frequent menstruation with regular cycle
K122,Cellulitis and abscess of mouth
M9689,Oth intraop and postproc comp and disorders of the ms sys
S61231A,"Pnctr w/o fb of l idx fngr w/o damage to nail, init"
W460XXA,"Contact with hypodermic needle, initial encounter"
T18198A,"Oth foreign object in esophagus causing oth injury, init"
S22079A,"Unsp fracture of T9-T10 vertebra, init for clos fx"
S2231XA,"Fracture of one rib, right side, init for clos fx"
S32592A,"Oth fracture of left pubis, init encntr for closed fracture"
L290,Pruritus ani
S0232XA,"Fracture of orbital floor, left side, init"
T426X2A,"Poisn by oth antieplptc and sed-hypntc drugs, slf-hrm, init"
O209,"Hemorrhage in early pregnancy, unspecified"
Z86711,Personal history of pulmonary embolism
Q445,Other congenital malformations of bile ducts
S30814A,"Abrasion of vagina and vulva, initial encounter"
E8352,Hypercalcemia
M7062,"Trochanteric bursitis, left hip"
R39198,Other difficulties with micturition
S838X1A,"Sprain of other specified parts of right knee, init encntr"
X500XXA,"Overexertion from strenuous movement or load, init"
Z930,Tracheostomy status
J9602,Acute respiratory failure with hypercapnia
R579,"Shock, unspecified"
S82144A,"Nondisplaced bicondylar fracture of right tibia, init"
S00511A,"Abrasion of lip, initial encounter"
M25572,Pain in left ankle and joints of left foot
T84213A,"Breakdown of int fix of bones of foot and toes, init"
M13872,"Other specified arthritis, left ankle and foot"
S61216A,"Lac w/o fb of r little finger w/o damage to nail, init"
W3189XA,"Contact with other specified machinery, initial encounter"
Y95,Nosocomial condition
I608,Other nontraumatic subarachnoid hemorrhage
R042,Hemoptysis
R0989,Oth symptoms and signs involving the circ and resp systems
E873,Alkalosis
M5127,"Other intervertebral disc displacement, lumbosacral region"
M5430,"Sciatica, unspecified side"
S72101A,"Unsp trochanteric fracture of right femur, init for clos fx"
R6521,Severe sepsis with septic shock
H8110,"Benign paroxysmal vertigo, unspecified ear"
S0281XA,"Fracture of oth skull and facial bones, right side, init"
S0240CA,"Maxillary fracture, right side, init"
F418,Other specified anxiety disorders
O210,Mild hyperemesis gravidarum
Z3A09,9 weeks gestation of pregnancy
N4889,Other specified disorders of penis
Z0389,Encntr for obs for oth suspected diseases and cond ruled out
R062,Wheezing
H18821,"Corneal disorder due to contact lens, right eye"
K7689,Other specified diseases of liver
S9032XA,"Contusion of left foot, initial encounter"
O26899,"Oth pregnancy related conditions, unspecified trimester"
S62336A,"Disp fx of neck of fifth metacarpal bone, right hand, init"
L120,Bullous pemphigoid
M50223,Other cervical disc displacement at C6-C7 level
R442,Other hallucinations
M4800,"Spinal stenosis, site unspecified"
I739,"Peripheral vascular disease, unspecified"
S2221XA,"Fracture of manubrium, initial encounter for closed fracture"
S43221A,"Posterior subluxation of right sternoclavicular joint, init"
V00321A,"Fall from snow-skis, initial encounter"
F0781,Postconcussional syndrome
G44309,"Post-traumatic headache, unspecified, not intractable"
S0211GA,"Other fracture of occiput, right side, init"
S06379A,"Contus/lac/hem crblm w LOC of unsp duration, init"
Y828,Other medical devices associated with adverse incidents
J811,Chronic pulmonary edema
K0510,"Chronic gingivitis, plaque induced"
R220,"Localized swelling, mass and lump, head"
I610,"Nontraumatic intcrbl hemorrhage in hemisphere, subcortical"
M5124,"Other intervertebral disc displacement, thoracic region"
I613,Nontraumatic intracerebral hemorrhage in brain stem
W1839XA,"Other fall on same level, initial encounter"
K440,"Diaphragmatic hernia with obstruction, without gangrene"
F10120,"Alcohol abuse with intoxication, uncomplicated"
M5412,"Radiculopathy, cervical region"
I6203,Nontraumatic chronic subdural hemorrhage
K9423,Gastrostomy malfunction
S72351A,"Displaced comminuted fracture of shaft of right femur, init"
S82492A,"Oth fracture of shaft of left fibula, init for clos fx"
S8252XA,"Disp fx of medial malleolus of left tibia, init for clos fx"
G40901,"Epilepsy, unsp, not intractable, with status epilepticus"
K8000,Calculus of gallbladder w acute cholecyst w/o obstruction
M79675,Pain in left toe(s)
S46812A,"Strain of musc/fasc/tend at shldr/up arm, left arm, init"
S2242XA,"Multiple fractures of ribs, left side, init for clos fx"
L03311,Cellulitis of abdominal wall
J0390,"Acute tonsillitis, unspecified"
Z4800,Encounter for change or removal of nonsurg wound dressing
S61512A,"Laceration without foreign body of left wrist, init encntr"
S61522A,"Laceration with foreign body of left wrist, init encntr"
X780XXA,"Intentional self-harm by sharp glass, initial encounter"
X788XXA,"Intentional self-harm by other sharp object, init encntr"
N451,Epididymitis
Z202,Contact w and exposure to infect w a sexl mode of transmiss
S62617A,"Disp fx of proximal phalanx of left little finger, init"
R221,"Localized swelling, mass and lump, neck"
K9161,Intraop hemor/hemtom of dgstv sys org comp a dgstv sys proc
S60122A,"Contusion of left index finger w damage to nail, init encntr"
S230XXA,"Traumatic rupture of thoracic intervertebral disc, init"
S7001XA,"Contusion of right hip, initial encounter"
C7951,Secondary malignant neoplasm of bone
C7931,Secondary malignant neoplasm of brain
Z85118,Personal history of malignant neoplasm of bronchus and lung
R270,"Ataxia, unspecified"
D432,"Neoplasm of uncertain behavior of brain, unspecified"
T781XXA,"Oth adverse food reactions, not elsewhere classified, init"
S42302A,"Unsp fracture of shaft of humerus, left arm, init"
K9409,Other complications of colostomy
G44209,"Tension-type headache, unspecified, not intractable"
G610,Guillain-Barre syndrome
S61011A,"Laceration w/o fb of right thumb w/o damage to nail, init"
M25461,"Effusion, right knee"
S42021A,"Disp fx of shaft of right clavicle, init for clos fx"
S0011XA,"Contusion of right eyelid and periocular area, init encntr"
K37,Unspecified appendicitis
T404X1A,"Poisoning by oth synthetic narcotics, accidental, init"
S72491A,"Oth fracture of lower end of right femur, init for clos fx"
S42211A,"Unsp disp fx of surgical neck of right humerus, init"
S8012XA,"Contusion of left lower leg, initial encounter"
Z940,Kidney transplant status
S61213A,"Laceration w/o fb of l mid finger w/o damage to nail, init"
W458XXA,"Oth foreign body or object entering through skin, init"
S43004A,"Unspecified dislocation of right shoulder joint, init encntr"
T391X2A,"Poisoning by 4-Aminophenol derivatives, self-harm, init"
K209,"Esophagitis, unspecified"
V475XXA,"Car driver injured in clsn with statnry object in traf, init"
A039,"Shigellosis, unspecified"
Z1630,Resistance to unspecified antimicrobial drugs
K220,Achalasia of cardia
B003,Herpesviral meningitis
Z4803,Encounter for change or removal of drains
C20,Malignant neoplasm of rectum
S39011A,"Strain of muscle, fascia and tendon of abdomen, init encntr"
W208XXA,"Oth cause of strike by thrown, projected or fall obj, init"
T8141XA,"Infct fol a proc, superfic incisional surgical site, init"
K562,Volvulus
K651,Peritoneal abscess
E309,"Disorder of puberty, unspecified"
S82852A,"Displaced trimalleolar fracture of left lower leg, init"
W1849XA,"Oth slipping, tripping and stumbling w/o falling, init"
Z3A20,20 weeks gestation of pregnancy
S301XXA,"Contusion of abdominal wall, initial encounter"
N83201,"Unspecified ovarian cyst, right side"
T400X1A,"Poisoning by opium, accidental (unintentional), init encntr"
S93402A,"Sprain of unspecified ligament of left ankle, init encntr"
T33812A,"Superficial frostbite of left ankle, initial encounter"
T698XXA,"Other specified effects of reduced temperature, init encntr"
N492,Inflammatory disorders of scrotum
S72031A,"Displaced midcervical fracture of right femur, init"
Z049,Encounter for examination and observation for unsp reason
H1132,"Conjunctival hemorrhage, left eye"
H109,Unspecified conjunctivitis
T17228A,"Food in pharynx causing other injury, initial encounter"
S60221A,"Contusion of right hand, initial encounter"
W51XXXA,"Accidental strike or bumped into by another person, init"
S0001XA,"Abrasion of scalp, initial encounter"
V814XXA,"Person injured wh brd/alit from rail trn/veh, init"
K7010,Alcoholic hepatitis without ascites
S60512A,"Abrasion of left hand, initial encounter"
S60511A,"Abrasion of right hand, initial encounter"
S80212A,"Abrasion, left knee, initial encounter"
S80211A,"Abrasion, right knee, initial encounter"
D509,"Iron deficiency anemia, unspecified"
T63441A,"Toxic effect of venom of bees, accidental, init"
F309,"Manic episode, unspecified"
S8391XA,"Sprain of unspecified site of right knee, initial encounter"
S93601A,"Unspecified sprain of right foot, initial encounter"
V274XXA,"Mtrcy driver injured in clsn w statnry object in traf, init"
S12090A,"Oth disp fx of first cervical vertebra, init for clos fx"
S86802A,"Unsp injury of musc/tend at lower leg level, left leg, init"
S61315A,"Laceration w/o fb of l rng fngr w damage to nail, init"
L239,"Allergic contact dermatitis, unspecified cause"
K05219,"Aggressive periodontitis, localized, unspecified severity"
J45909,"Unspecified asthma, uncomplicated"
O021,Missed abortion
R601,Generalized edema
T82598A,"Mech compl of cardiac and vascular devices and implnt, init"
D708,Other neutropenia
C8510,"Unspecified B-cell lymphoma, unspecified site"
J9859,"Other diseases of mediastinum, not elsewhere classified"
Z87891,Personal history of nicotine dependence
S22039A,"Unsp fracture of third thoracic vertebra, init for clos fx"
S22049A,"Unsp fracture of fourth thoracic vertebra, init for clos fx"
I861,Scrotal varices
R3915,Urgency of urination
R5082,Postprocedural fever
S27329A,"Contusion of lung, unspecified, initial encounter"
F322,"Major depressv disord, single epsd, sev w/o psych features"
S02602A,"Fracture of unspecified part of body of left mandible, init"
S02601A,"Fracture of unspecified part of body of right mandible, init"
R6883,Chills (without fever)
S42391A,"Oth fracture of shaft of right humerus, init for clos fx"
I4892,Unspecified atrial flutter
R609,"Edema, unspecified"
S61311A,"Laceration w/o fb of l idx fngr w damage to nail, init"
A546,Gonococcal infection of anus and rectum
S43005A,"Unspecified dislocation of left shoulder joint, init encntr"
V1988XA,"Pedl cyclst (driver) injured in oth transport acc, init"
T7621XA,"Adult sexual abuse, suspected, initial encounter"
Y0759,"Oth non-family member, perpetrator of maltreat and neglect"
K910,Vomiting following gastrointestinal surgery
Y839,"Surgical proc, unsp cause abn react/compl, w/o misadvnt"
V4950XA,"Passenger injured in collision w unsp mv in traf, init"
M25474,"Effusion, right foot"
S3982XA,"Other specified injuries of lower back, initial encounter"
L918,Other hypertrophic disorders of the skin
S4981XA,"Oth injuries of right shoulder and upper arm, init encntr"
S0101XD,"Laceration without foreign body of scalp, subs encntr"
W1830XD,"Fall on same level, unspecified, subsequent encounter"
Z4802,Encounter for removal of sutures
T83028A,"Displacement of other urinary catheter, initial encounter"
Y846,"Urinary catheterization cause abn react/compl, w/o misadvnt"
R338,Other retention of urine
L02511,Cutaneous abscess of right hand
